Max_min: Daily
Station	Date(NZST)	Tmax(C)	Per(Hrs)	Tmin(C)	Per(Hrs)	Tgmin(C)	Per(Hrs)	Tmean(C)	RHmean(%)	Per(Hrs)	Freq
6169	19420413:0900	23.9	24	18.8	24	17.2	24	-	-	-	D
6169	19420414:0900	26.9	24	19.8	24	19.4	24	-	-	-	D
6169	19420415:0900	24.9	24	20.7	24	20.5	24	-	-	-	D
6169	19420416:0900	26.5	24	22.6	24	22.2	24	-	-	-	D
6169	19420417:0900	26.4	24	22.0	24	21.6	24	-	-	-	D
6169	19420418:0900	26.1	24	21.8	24	21.6	24	-	-	-	D
6169	19420419:0900	25.9	24	19.7	24	19.0	24	-	-	-	D
6169	19420420:0900	21.7	24	17.3	24	15.2	24	-	-	-	D
6169	19420421:0900	21.7	24	17.2	24	15.1	24	-	-	-	D
6169	19420422:0900	21.9	24	18.2	24	16.3	24	-	-	-	D
6169	19420423:0900	22.6	24	18.3	24	17.2	24	-	-	-	D
6169	19420424:0900	21.5	24	16.8	24	15.6	24	-	-	-	D
6169	19420425:0900	22.8	24	17.6	24	16.6	24	-	-	-	D
6169	19420426:0900	23.2	24	15.7	24	15.4	24	-	-	-	D
6169	19420427:0900	20.8	24	15.8	24	14.3	24	-	-	-	D
6169	19420428:0900	22.2	24	16.6	24	14.3	24	-	-	-	D
6169	19420429:0900	22.2	24	14.3	24	11.9	24	-	-	-	D
6169	19420430:0900	22.9	24	15.4	24	15.3	24	-	-	-	D
6169	19420501:0900	21.1	24	16.7	24	16.9	24	-	-	-	D
6169	19420502:0900	21.0	24	17.3	24	15.6	24	-	-	-	D
6169	19420503:0900	22.2	24	16.6	24	13.4	24	-	-	-	D
6169	19420504:0900	22.0	24	16.4	24	13.8	24	-	-	-	D
6169	19420505:0900	22.2	24	15.9	24	15.6	24	-	-	-	D
6169	19420506:0900	22.5	24	16.3	24	13.2	24	-	-	-	D
6169	19420507:0900	22.2	24	16.5	24	13.8	24	-	-	-	D
6169	19420508:0900	22.8	24	16.4	24	14.0	24	-	-	-	D
6169	19420509:0900	24.2	24	15.8	24	13.3	24	-	-	-	D
6169	19420510:0900	25.3	24	16.3	24	14.5	24	-	-	-	D
6169	19420511:0900	24.7	24	19.2	24	17.8	24	-	-	-	D
6169	19420512:0900	24.6	24	19.4	24	17.4	24	-	-	-	D
6169	19420513:0900	24.1	24	17.7	24	15.3	24	-	-	-	D
6169	19420514:0900	23.8	24	16.5	24	14.1	24	-	-	-	D
6169	19420515:0900	22.6	24	20.0	24	18.5	24	-	-	-	D
6169	19420516:0900	22.2	24	20.3	24	20.7	24	-	-	-	D
6169	19420517:0900	23.7	24	21.1	24	21.4	24	-	-	-	D
6169	19420518:0900	22.6	24	18.9	24	18.5	24	-	-	-	D
6169	19420519:0900	22.4	24	19.3	24	17.5	24	-	-	-	D
6169	19420520:0900	21.1	24	18.2	24	16.3	24	-	-	-	D
6169	19420521:0900	24.0	24	18.3	24	16.7	24	-	-	-	D
6169	19420522:0900	21.7	24	16.1	24	13.3	24	-	-	-	D
6169	19420523:0900	21.1	24	15.4	24	13.7	24	-	-	-	D
6169	19420524:0900	21.9	24	16.4	24	14.8	24	-	-	-	D
6169	19420525:0900	22.3	24	18.1	24	15.8	24	-	-	-	D
6169	19420526:0900	21.6	24	14.0	24	13.4	24	-	-	-	D
6169	19420527:0900	20.6	24	16.6	24	13.3	24	-	-	-	D
6169	19420528:0900	20.8	24	13.0	24	10.8	24	-	-	-	D
6169	19420529:0900	19.4	24	13.6	24	12.6	24	-	-	-	D
6169	19420530:0900	19.9	24	14.2	24	14.0	24	-	-	-	D
6169	19420531:0900	18.7	24	14.1	24	12.7	24	-	-	-	D
6169	19420601:0900	22.8	24	16.6	24	16.1	24	-	-	-	D
6169	19420602:0900	21.8	24	16.9	24	15.8	24	-	-	-	D
6169	19420603:0900	22.1	24	15.9	24	13.6	24	-	-	-	D
6169	19420604:0900	21.1	24	17.8	24	17.7	24	-	-	-	D
6169	19420605:0900	21.9	24	16.8	24	17.2	24	-	-	-	D
6169	19420606:0900	22.5	24	18.3	24	15.6	24	-	-	-	D
6169	19420607:0900	21.3	24	15.3	24	13.7	24	-	-	-	D
6169	19420608:0900	18.6	24	14.2	24	11.3	24	-	-	-	D
6169	19420609:0900	20.3	24	12.5	24	9.5	24	-	-	-	D
6169	19420610:0900	20.0	24	15.9	24	14.1	24	-	-	-	D
6169	19420611:0900	17.3	24	13.6	24	13.3	24	-	-	-	D
6169	19420612:0900	19.0	24	15.5	24	14.6	24	-	-	-	D
6169	19420613:0900	18.6	24	15.8	24	14.4	24	-	-	-	D
6169	19420614:0900	21.2	24	16.2	24	15.7	24	-	-	-	D
6169	19420615:0900	19.1	24	13.5	24	12.3	24	-	-	-	D
6169	19420616:0900	17.2	24	12.2	24	10.1	24	-	-	-	D
6169	19420617:0900	17.2	24	13.1	24	11.9	24	-	-	-	D
6169	19420618:0900	18.2	24	14.4	24	12.8	24	-	-	-	D
6169	19420619:0900	17.9	24	15.2	24	13.6	24	-	-	-	D
6169	19420620:0900	17.4	24	14.2	24	13.2	24	-	-	-	D
6169	19420621:0900	18.3	24	14.3	24	13.3	24	-	-	-	D
6169	19420622:0900	19.1	24	15.7	24	14.9	24	-	-	-	D
6169	19420623:0900	19.1	24	16.9	24	15.9	24	-	-	-	D
6169	19420624:0900	19.3	24	16.5	24	15.5	24	-	-	-	D
6169	19420625:0900	19.3	24	14.9	24	13.8	24	-	-	-	D
6169	19420626:0900	18.8	24	14.2	24	12.1	24	-	-	-	D
6169	19420627:0900	18.9	24	14.2	24	11.7	24	-	-	-	D
6169	19420628:0900	18.4	24	14.1	24	12.0	24	-	-	-	D
6169	19420629:0900	18.2	24	13.3	24	11.4	24	-	-	-	D
6169	19420630:0900	18.7	24	14.6	24	13.0	24	-	-	-	D
6169	19420701:0900	20.0	24	16.1	24	14.4	24	-	-	-	D
6169	19420702:0900	19.3	24	16.9	24	16.2	24	-	-	-	D
6169	19420703:0900	20.4	24	16.7	24	15.3	24	-	-	-	D
6169	19420704:0900	23.2	24	13.7	24	11.4	24	-	-	-	D
6169	19420705:0900	20.8	24	15.7	24	13.4	24	-	-	-	D
6169	19420706:0900	20.4	24	14.4	24	12.2	24	-	-	-	D
6169	19420707:0900	21.5	24	14.6	24	12.5	24	-	-	-	D
6169	19420708:0900	20.8	24	14.6	24	12.6	24	-	-	-	D
6169	19420709:0900	18.8	24	13.9	24	11.1	24	-	-	-	D
6169	19420710:0900	16.8	24	13.8	24	11.0	24	-	-	-	D
6169	19420711:0900	17.2	24	12.7	24	10.3	24	-	-	-	D
6169	19420712:0900	17.4	24	14.2	24	12.2	24	-	-	-	D
6169	19420713:0900	18.3	24	16.2	24	14.2	24	-	-	-	D
6169	19420714:0900	20.0	24	17.1	24	15.8	24	-	-	-	D
6169	19420715:0900	21.8	24	13.1	24	12.8	24	-	-	-	D
6169	19420716:0900	21.0	24	12.2	24	9.7	24	-	-	-	D
6169	19420717:0900	19.9	24	12.2	24	7.8	24	-	-	-	D
6169	19420718:0900	16.6	24	12.7	24	11.4	24	-	-	-	D
6169	19420719:0900	18.8	24	14.6	24	13.3	24	-	-	-	D
6169	19420720:0900	19.8	24	15.3	24	12.9	24	-	-	-	D
6169	19420721:0900	20.2	24	15.5	24	12.4	24	-	-	-	D
6169	19420722:0900	18.9	24	13.2	24	10.4	24	-	-	-	D
6169	19420723:0900	22.1	24	12.7	24	8.7	24	-	-	-	D
6169	19420724:0900	18.3	24	15.9	24	16.0	24	-	-	-	D
6169	19420725:0900	18.4	24	16.0	24	15.5	24	-	-	-	D
6169	19420726:0900	19.6	24	15.4	24	14.2	24	-	-	-	D
6169	19420727:0900	19.3	24	15.4	24	13.3	24	-	-	-	D
6169	19420728:0900	20.7	24	16.8	24	16.2	24	-	-	-	D
6169	19420729:0900	18.3	24	15.2	24	15.0	24	-	-	-	D
6169	19420730:0900	18.6	24	14.8	24	12.7	24	-	-	-	D
6169	19420731:0900	18.0	24	12.7	24	9.4	24	-	-	-	D
6169	19420801:0900	18.7	24	12.1	24	10.7	24	-	-	-	D
6169	19420802:0900	18.1	24	11.8	24	6.7	24	-	-	-	D
6169	19420803:0900	17.4	24	9.4	24	5.7	24	-	-	-	D
6169	19420804:0900	18.5	24	9.9	24	6.6	24	-	-	-	D
6169	19420805:0900	19.2	24	13.1	24	10.0	24	-	-	-	D
6169	19420806:0900	19.1	24	15.5	24	13.8	24	-	-	-	D
6169	19420807:0900	19.9	24	17.7	24	16.4	24	-	-	-	D
6169	19420808:0900	19.7	24	15.6	24	13.4	24	-	-	-	D
6169	19420809:0900	18.4	24	12.3	24	8.8	24	-	-	-	D
6169	19420810:0900	18.4	24	12.7	24	11.4	24	-	-	-	D
6169	19420811:0900	17.7	24	14.1	24	13.8	24	-	-	-	D
6169	19420812:0900	18.3	24	14.9	24	13.9	24	-	-	-	D
6169	19420813:0900	18.8	24	12.5	24	12.2	24	-	-	-	D
6169	19420814:0900	20.4	24	15.4	24	12.7	24	-	-	-	D
6169	19420815:0900	20.7	24	13.3	24	13.9	24	-	-	-	D
6169	19420816:0900	20.0	24	13.2	24	10.6	24	-	-	-	D
6169	19420817:0900	20.8	24	12.6	24	9.5	24	-	-	-	D
6169	19420818:0900	20.0	24	14.8	24	11.4	24	-	-	-	D
6169	19420819:0900	20.2	24	13.8	24	12.6	24	-	-	-	D
6169	19420820:0900	19.3	24	12.9	24	8.9	24	-	-	-	D
6169	19420821:0900	19.6	24	11.2	24	8.5	24	-	-	-	D
6169	19420822:0900	19.8	24	13.2	24	9.4	24	-	-	-	D
6169	19420823:0900	19.3	24	11.5	24	7.7	24	-	-	-	D
6169	19420824:0900	19.9	24	11.0	24	7.8	24	-	-	-	D
6169	19420825:0900	20.5	24	12.2	24	8.9	24	-	-	-	D
6169	19420826:0900	21.2	24	16.6	24	15.1	24	-	-	-	D
6169	19420827:0900	20.2	24	17.3	24	15.0	24	-	-	-	D
6169	19420828:0900	21.7	24	14.2	24	11.1	24	-	-	-	D
6169	19420829:0900	20.6	24	13.3	24	11.9	24	-	-	-	D
6169	19420830:0900	18.3	24	12.9	24	11.3	24	-	-	-	D
6169	19420831:0900	20.5	24	11.3	24	9.1	24	-	-	-	D
6169	19420901:0900	18.1	24	12.9	24	9.9	24	-	-	-	D
6169	19420902:0900	17.2	24	12.8	24	10.5	24	-	-	-	D
6169	19420903:0900	19.3	24	14.9	24	11.7	24	-	-	-	D
6169	19420904:0900	19.1	24	14.2	24	13.4	24	-	-	-	D
6169	19420905:0900	20.6	24	13.6	24	11.3	24	-	-	-	D
6169	19420906:0900	20.8	24	12.7	24	8.9	24	-	-	-	D
6169	19420907:0900	18.3	24	13.2	24	10.1	24	-	-	-	D
6169	19420908:0900	17.9	24	12.7	24	8.2	24	-	-	-	D
6169	19420909:0900	18.6	24	11.7	24	8.8	24	-	-	-	D
6169	19420910:0900	19.6	24	15.6	24	14.6	24	-	-	-	D
6169	19420911:0900	18.8	24	15.5	24	15.2	24	-	-	-	D
6169	19420912:0900	20.8	24	14.6	24	12.6	24	-	-	-	D
6169	19420913:0900	19.7	24	11.7	24	-	-	-	-	-	D
6169	19420914:0900	18.3	24	15.3	24	-	-	-	-	-	D
6169	19420915:0900	21.1	24	13.6	24	-	-	-	-	-	D
6169	19420916:0900	20.3	24	16.3	24	-	-	-	-	-	D
6169	19420917:0900	21.7	24	15.1	24	-	-	-	-	-	D
6169	19420918:0900	20.7	24	13.3	24	-	-	-	-	-	D
6169	19420919:0900	21.5	24	14.4	24	-	-	-	-	-	D
6169	19420920:0900	21.8	24	13.0	24	-	-	-	-	-	D
6169	19420921:0900	18.4	24	12.1	24	-	-	-	-	-	D
6169	19420922:0900	19.4	24	11.0	24	-	-	-	-	-	D
6169	19420923:0900	19.3	24	12.0	24	-	-	-	-	-	D
6169	19420924:0900	20.2	24	17.3	24	-	-	-	-	-	D
6169	19420925:0900	21.7	24	17.0	24	-	-	-	-	-	D
6169	19420926:0900	22.1	24	16.4	24	-	-	-	-	-	D
6169	19420927:0900	20.5	24	13.1	24	-	-	-	-	-	D
6169	19420928:0900	19.6	24	14.1	24	-	-	-	-	-	D
6169	19420929:0900	17.8	24	13.9	24	-	-	-	-	-	D
6169	19420930:0900	18.3	24	12.6	24	-	-	-	-	-	D
6169	19421001:0900	19.3	24	10.2	24	-	-	-	-	-	D
6169	19421002:0900	19.5	24	11.9	24	-	-	-	-	-	D
6169	19421003:0900	18.3	24	14.7	24	-	-	-	-	-	D
6169	19421004:0900	19.3	24	14.7	24	-	-	-	-	-	D
6169	19421005:0900	19.3	24	14.1	24	-	-	-	-	-	D
6169	19421006:0900	18.3	24	14.3	24	-	-	-	-	-	D
6169	19421007:0900	18.8	24	15.8	24	-	-	-	-	-	D
6169	19421008:0900	19.3	24	14.3	24	-	-	-	-	-	D
6169	19421009:0900	19.7	24	13.1	24	-	-	-	-	-	D
6169	19421010:0900	19.9	24	11.2	24	-	-	-	-	-	D
6169	19421011:0900	20.2	24	12.2	24	-	-	-	-	-	D
6169	19421012:0900	20.6	24	14.1	24	-	-	-	-	-	D
6169	19421013:0900	19.5	24	13.0	24	-	-	-	-	-	D
6169	19421014:0900	21.5	24	14.6	24	-	-	-	-	-	D
6169	19421015:0900	17.7	24	12.1	24	-	-	-	-	-	D
6169	19421016:0900	19.1	24	12.7	24	-	-	-	-	-	D
6169	19421017:0900	18.3	24	13.2	24	-	-	-	-	-	D
6169	19421018:0900	20.9	24	14.9	24	-	-	-	-	-	D
6169	19421019:0900	21.1	24	16.8	24	-	-	-	-	-	D
6169	19421020:0900	20.8	24	17.2	24	-	-	-	-	-	D
6169	19421021:0900	21.7	24	16.8	24	14.7	24	-	-	-	D
6169	19421022:0900	22.9	24	17.4	24	16.4	24	-	-	-	D
6169	19421023:0900	22.5	24	18.1	24	17.1	24	-	-	-	D
6169	19421024:0900	22.1	24	18.1	24	16.8	24	-	-	-	D
6169	19421025:0900	22.8	24	17.8	24	16.7	24	-	-	-	D
6169	19421026:0900	23.8	24	15.6	24	13.7	24	-	-	-	D
6169	19421027:0900	22.4	24	17.3	24	16.0	24	-	-	-	D
6169	19421028:0900	21.7	24	15.4	24	14.2	24	-	-	-	D
6169	19421029:0900	20.3	24	15.8	24	14.3	24	-	-	-	D
6169	19421030:0900	21.2	24	15.4	24	13.0	24	-	-	-	D
6169	19421031:0900	21.7	24	15.5	24	14.5	24	-	-	-	D
6169	19421101:0900	21.8	24	15.7	24	14.3	24	-	-	-	D
6169	19421102:0900	21.3	24	14.9	24	13.7	24	-	-	-	D
6169	19421103:0900	21.3	24	12.8	24	10.0	24	-	-	-	D
6169	19421104:0900	22.1	24	13.5	24	10.6	24	-	-	-	D
6169	19421105:0900	21.8	24	14.4	24	12.2	24	-	-	-	D
6169	19421106:0900	20.6	24	12.7	24	9.8	24	-	-	-	D
6169	19421107:0900	21.2	24	13.1	24	10.9	24	-	-	-	D
6169	19421108:0900	19.4	24	15.0	24	13.3	24	-	-	-	D
6169	19421109:0900	20.8	24	15.5	24	14.2	24	-	-	-	D
6169	19421110:0900	21.7	24	15.0	24	12.9	24	-	-	-	D
6169	19421111:0900	22.1	24	15.3	24	12.8	24	-	-	-	D
6169	19421112:0900	22.9	24	15.1	24	12.7	24	-	-	-	D
6169	19421113:0900	22.9	24	15.7	24	13.4	24	-	-	-	D
6169	19421114:0900	24.9	24	13.4	24	11.1	24	-	-	-	D
6169	19421115:0900	20.3	24	14.9	24	12.5	24	-	-	-	D
6169	19421116:0900	20.2	24	14.7	24	13.4	24	-	-	-	D
6169	19421117:0900	20.5	24	16.3	24	14.4	24	-	-	-	D
6169	19421118:0900	21.1	24	17.4	24	16.2	24	-	-	-	D
6169	19421119:0900	21.3	24	16.9	24	15.7	24	-	-	-	D
6169	19421120:0900	21.8	24	16.8	24	15.0	24	-	-	-	D
6169	19421121:0900	22.3	24	16.2	24	14.4	24	-	-	-	D
6169	19421122:0900	23.2	24	16.3	24	14.4	24	-	-	-	D
6169	19421123:0900	23.9	24	16.3	24	15.0	24	-	-	-	D
6169	19421124:0900	23.8	24	15.4	24	12.7	24	-	-	-	D
6169	19421125:0900	23.5	24	16.6	24	13.7	24	-	-	-	D
6169	19421126:0900	22.8	24	17.7	24	17.2	24	-	-	-	D
6169	19421127:0900	23.1	24	18.8	24	18.1	24	-	-	-	D
6169	19421128:0900	22.9	24	18.6	24	17.7	24	-	-	-	D
6169	19421129:0900	23.2	24	19.0	24	18.6	24	-	-	-	D
6169	19421130:0900	24.3	24	19.8	24	18.3	24	-	-	-	D
6169	19421201:0900	25.3	24	16.2	24	13.3	24	-	-	-	D
6169	19421202:0900	23.6	24	17.1	24	14.6	24	-	-	-	D
6169	19421203:0900	22.9	24	17.8	24	15.6	24	-	-	-	D
