Year, Month, Day,     Extent,    Missing, Source Data
1978,    12,  29,     14.500,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1978.12.29/nt_19781229_n07_v1.1_n.bin']
1978,    12,  31,     14.585,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1978.12.31/nt_19781231_n07_v1.1_n.bin']
1979,    01,  02,     14.997,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.02/nt_19790102_n07_v1.1_n.bin']
1979,    01,  04,     14.922,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.04/nt_19790104_n07_v1.1_n.bin']
1979,    01,  06,     14.929,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.06/nt_19790106_n07_v1.1_n.bin']
1979,    01,  08,     14.968,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.08/nt_19790108_n07_v1.1_n.bin']
1979,    01,  10,     15.190,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.10/nt_19790110_n07_v1.1_n.bin']
1979,    01,  12,     15.327,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.12/nt_19790112_n07_v1.1_n.bin']
1979,    01,  14,     15.352,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.14/nt_19790114_n07_v1.1_n.bin']
1979,    01,  16,     15.500,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.16/nt_19790116_n07_v1.1_n.bin']
1979,    01,  18,     15.517,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.18/nt_19790118_n07_v1.1_n.bin']
1979,    01,  20,     15.709,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.20/nt_19790120_n07_v1.1_n.bin']
1979,    01,  22,     15.679,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.22/nt_19790122_n07_v1.1_n.bin']
1979,    01,  24,     15.745,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.24/nt_19790124_n07_v1.1_n.bin']
1979,    01,  26,     15.686,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.26/nt_19790126_n07_v1.1_n.bin']
1979,    01,  28,     15.777,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.28/nt_19790128_n07_v1.1_n.bin']
1979,    01,  30,     15.912,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.01.30/nt_19790130_n07_v1.1_n.bin']
1979,    02,  01,     15.857,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.01/nt_19790201_n07_v1.1_n.bin']
1979,    02,  03,     15.839,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.03/nt_19790203_n07_v1.1_n.bin']
1979,    02,  05,     15.831,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.05/nt_19790205_n07_v1.1_n.bin']
1979,    02,  07,     15.801,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.07/nt_19790207_n07_v1.1_n.bin']
1979,    02,  09,     15.990,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.09/nt_19790209_n07_v1.1_n.bin']
1979,    02,  11,     16.099,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.11/nt_19790211_n07_v1.1_n.bin']
1979,    02,  13,     16.289,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.13/nt_19790213_n07_v1.1_n.bin']
1979,    02,  15,     16.323,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.15/nt_19790215_n07_v1.1_n.bin']
1979,    02,  17,     16.343,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.17/nt_19790217_n07_v1.1_n.bin']
1979,    02,  19,     16.291,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.19/nt_19790219_n07_v1.1_n.bin']
1979,    02,  21,     16.260,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.21/nt_19790221_n07_v1.1_n.bin']
1979,    02,  23,     16.401,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.23/nt_19790223_n07_v1.1_n.bin']
1979,    02,  25,     16.579,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.25/nt_19790225_n07_v1.1_n.bin']
1979,    02,  27,     16.551,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.02.27/nt_19790227_n07_v1.1_n.bin']
1979,    03,  01,     16.635,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.01/nt_19790301_n07_v1.1_n.bin']
1979,    03,  03,     16.457,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.03/nt_19790303_n07_v1.1_n.bin']
1979,    03,  05,     16.568,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.05/nt_19790305_n07_v1.1_n.bin']
1979,    03,  07,     16.547,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.07/nt_19790307_n07_v1.1_n.bin']
1979,    03,  09,     16.536,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.09/nt_19790309_n07_v1.1_n.bin']
1979,    03,  11,     16.513,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.11/nt_19790311_n07_v1.1_n.bin']
1979,    03,  13,     16.414,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.13/nt_19790313_n07_v1.1_n.bin']
1979,    03,  15,     16.310,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.15/nt_19790315_n07_v1.1_n.bin']
1979,    03,  17,     16.467,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.17/nt_19790317_n07_v1.1_n.bin']
1979,    03,  19,     16.505,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.19/nt_19790319_n07_v1.1_n.bin']
1979,    03,  21,     16.349,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.21/nt_19790321_n07_v1.1_n.bin']
1979,    03,  23,     16.279,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.23/nt_19790323_n07_v1.1_n.bin']
1979,    03,  25,     16.264,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.25/nt_19790325_n07_v1.1_n.bin']
1979,    03,  27,     16.060,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.27/nt_19790327_n07_v1.1_n.bin']
1979,    03,  29,     15.763,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.29/nt_19790329_n07_v1.1_n.bin']
1979,    03,  31,     15.804,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.03.31/nt_19790331_n07_v1.1_n.bin']
1979,    04,  02,     15.660,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.02/nt_19790402_n07_v1.1_n.bin']
1979,    04,  04,     15.641,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.04/nt_19790404_n07_v1.1_n.bin']
1979,    04,  06,     15.695,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.06/nt_19790406_n07_v1.1_n.bin']
1979,    04,  08,     15.794,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.08/nt_19790408_n07_v1.1_n.bin']
1979,    04,  10,     15.761,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.10/nt_19790410_n07_v1.1_n.bin']
1979,    04,  12,     15.655,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.12/nt_19790412_n07_v1.1_n.bin']
1979,    04,  14,     15.500,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.14/nt_19790414_n07_v1.1_n.bin']
1979,    04,  16,     15.454,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.16/nt_19790416_n07_v1.1_n.bin']
1979,    04,  18,     15.510,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.18/nt_19790418_n07_v1.1_n.bin']
1979,    04,  20,     15.343,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.20/nt_19790420_n07_v1.1_n.bin']
1979,    04,  22,     15.255,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.22/nt_19790422_n07_v1.1_n.bin']
1979,    04,  24,     15.224,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.24/nt_19790424_n07_v1.1_n.bin']
1979,    04,  26,     15.141,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.26/nt_19790426_n07_v1.1_n.bin']
1979,    04,  28,     15.108,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.28/nt_19790428_n07_v1.1_n.bin']
1979,    04,  30,     14.961,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.04.30/nt_19790430_n07_v1.1_n.bin']
1979,    05,  02,     14.626,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.02/nt_19790502_n07_v1.1_n.bin']
1979,    05,  04,     14.498,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.04/nt_19790504_n07_v1.1_n.bin']
1979,    05,  06,     14.450,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.06/nt_19790506_n07_v1.1_n.bin']
1979,    05,  08,     14.325,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.08/nt_19790508_n07_v1.1_n.bin']
1979,    05,  10,     14.149,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.10/nt_19790510_n07_v1.1_n.bin']
1979,    05,  12,     14.012,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.12/nt_19790512_n07_v1.1_n.bin']
1979,    05,  14,     13.836,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.14/nt_19790514_n07_v1.1_n.bin']
1979,    05,  16,     13.862,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.16/nt_19790516_n07_v1.1_n.bin']
1979,    05,  18,     13.691,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.18/nt_19790518_n07_v1.1_n.bin']
1979,    05,  20,     13.560,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.20/nt_19790520_n07_v1.1_n.bin']
1979,    05,  22,     13.529,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.22/nt_19790522_n07_v1.1_n.bin']
1979,    05,  24,     13.364,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.24/nt_19790524_n07_v1.1_n.bin']
1979,    05,  26,     13.399,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.26/nt_19790526_n07_v1.1_n.bin']
1979,    05,  28,     13.292,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.28/nt_19790528_n07_v1.1_n.bin']
1979,    05,  30,     13.260,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.05.30/nt_19790530_n07_v1.1_n.bin']
1979,    06,  01,     13.076,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.01/nt_19790601_n07_v1.1_n.bin']
1979,    06,  03,     12.977,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.03/nt_19790603_n07_v1.1_n.bin']
1979,    06,  05,     12.832,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.05/nt_19790605_n07_v1.1_n.bin']
1979,    06,  07,     12.791,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.07/nt_19790607_n07_v1.1_n.bin']
1979,    06,  09,     12.854,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.09/nt_19790609_n07_v1.1_n.bin']
1979,    06,  11,     12.733,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.11/nt_19790611_n07_v1.1_n.bin']
1979,    06,  13,     12.673,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.13/nt_19790613_n07_v1.1_n.bin']
1979,    06,  15,     12.548,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.15/nt_19790615_n07_v1.1_n.bin']
1979,    06,  17,     12.517,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.17/nt_19790617_n07_v1.1_n.bin']
1979,    06,  19,     12.415,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.19/nt_19790619_n07_v1.1_n.bin']
1979,    06,  21,     12.373,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.21/nt_19790621_n07_v1.1_n.bin']
1979,    06,  23,     12.243,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.23/nt_19790623_n07_v1.1_n.bin']
1979,    06,  25,     12.112,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.25/nt_19790625_n07_v1.1_n.bin']
1979,    06,  27,     11.977,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.27/nt_19790627_n07_v1.1_n.bin']
1979,    06,  29,     11.829,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.06.29/nt_19790629_n07_v1.1_n.bin']
1979,    07,  01,     11.562,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.01/nt_19790701_n07_v1.1_n.bin']
1979,    07,  03,     11.363,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.03/nt_19790703_n07_v1.1_n.bin']
1979,    07,  05,     11.255,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.05/nt_19790705_n07_v1.1_n.bin']
1979,    07,  07,     10.936,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.07/nt_19790707_n07_v1.1_n.bin']
1979,    07,  09,     10.793,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.09/nt_19790709_n07_v1.1_n.bin']
1979,    07,  11,     10.662,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.11/nt_19790711_n07_v1.1_n.bin']
1979,    07,  13,     10.503,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.13/nt_19790713_n07_v1.1_n.bin']
1979,    07,  15,     10.401,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.15/nt_19790715_n07_v1.1_n.bin']
1979,    07,  17,     10.256,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.17/nt_19790717_n07_v1.1_n.bin']
1979,    07,  19,      9.927,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.19/nt_19790719_n07_v1.1_n.bin']
1979,    07,  21,      9.919,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.21/nt_19790721_n07_v1.1_n.bin']
1979,    07,  23,      9.668,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.23/nt_19790723_n07_v1.1_n.bin']
1979,    07,  25,      9.614,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.25/nt_19790725_n07_v1.1_n.bin']
1979,    07,  27,      9.556,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.27/nt_19790727_n07_v1.1_n.bin']
1979,    07,  29,      9.342,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.29/nt_19790729_n07_v1.1_n.bin']
1979,    07,  31,      9.223,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.07.31/nt_19790731_n07_v1.1_n.bin']
1979,    08,  02,      9.000,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.02/nt_19790802_n07_v1.1_n.bin']
1979,    08,  04,      8.859,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.04/nt_19790804_n07_v1.1_n.bin']
1979,    08,  06,      8.744,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.06/nt_19790806_n07_v1.1_n.bin']
1979,    08,  08,      8.610,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.08/nt_19790808_n07_v1.1_n.bin']
1979,    08,  10,      8.328,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.10/nt_19790810_n07_v1.1_n.bin']
1979,    08,  12,      8.284,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.12/nt_19790812_n07_v1.1_n.bin']
1979,    08,  14,      8.138,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.14/nt_19790814_n07_v1.1_n.bin']
1979,    08,  16,      7.971,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.16/nt_19790816_n07_v1.1_n.bin']
1979,    08,  18,      7.811,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.18/nt_19790818_n07_v1.1_n.bin']
1979,    08,  20,      7.659,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.20/nt_19790820_n07_v1.1_n.bin']
1979,    08,  22,      7.566,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.22/nt_19790822_n07_v1.1_n.bin']
1979,    08,  24,      7.577,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.24/nt_19790824_n07_v1.1_n.bin']
1979,    08,  26,      7.421,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.26/nt_19790826_n07_v1.1_n.bin']
1979,    08,  28,      7.364,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.28/nt_19790828_n07_v1.1_n.bin']
1979,    08,  30,      7.284,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.08.30/nt_19790830_n07_v1.1_n.bin']
1979,    09,  01,      7.228,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.01/nt_19790901_n07_v1.1_n.bin']
1979,    09,  03,      7.147,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.03/nt_19790903_n07_v1.1_n.bin']
1979,    09,  05,      7.037,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.05/nt_19790905_n07_v1.1_n.bin']
1979,    09,  07,      7.075,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.07/nt_19790907_n07_v1.1_n.bin']
1979,    09,  09,      7.092,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.09/nt_19790909_n07_v1.1_n.bin']
1979,    09,  11,      6.981,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.11/nt_19790911_n07_v1.1_n.bin']
1979,    09,  13,      7.003,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.13/nt_19790913_n07_v1.1_n.bin']
1979,    09,  15,      7.007,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.15/nt_19790915_n07_v1.1_n.bin']
1979,    09,  17,      7.001,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.17/nt_19790917_n07_v1.1_n.bin']
1979,    09,  19,      6.910,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.19/nt_19790919_n07_v1.1_n.bin']
1979,    09,  21,      6.895,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.21/nt_19790921_n07_v1.1_n.bin']
1979,    09,  23,      7.033,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.23/nt_19790923_n07_v1.1_n.bin']
1979,    09,  25,      7.058,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.25/nt_19790925_n07_v1.1_n.bin']
1979,    09,  27,      7.127,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.27/nt_19790927_n07_v1.1_n.bin']
1979,    09,  29,      7.173,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.09.29/nt_19790929_n07_v1.1_n.bin']
1979,    10,  01,      7.404,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.01/nt_19791001_n07_v1.1_n.bin']
1979,    10,  03,      7.534,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.03/nt_19791003_n07_v1.1_n.bin']
1979,    10,  05,      7.813,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.05/nt_19791005_n07_v1.1_n.bin']
1979,    10,  07,      7.878,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.07/nt_19791007_n07_v1.1_n.bin']
1979,    10,  09,      8.115,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.09/nt_19791009_n07_v1.1_n.bin']
1979,    10,  11,      8.136,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.11/nt_19791011_n07_v1.1_n.bin']
1979,    10,  13,      8.338,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.13/nt_19791013_n07_v1.1_n.bin']
1979,    10,  15,      8.570,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.15/nt_19791015_n07_v1.1_n.bin']
1979,    10,  17,      8.938,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.17/nt_19791017_n07_v1.1_n.bin']
1979,    10,  19,      9.190,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.19/nt_19791019_n07_v1.1_n.bin']
1979,    10,  21,      9.295,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.21/nt_19791021_n07_v1.1_n.bin']
1979,    10,  23,      9.466,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.23/nt_19791023_n07_v1.1_n.bin']
1979,    10,  25,      9.700,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.25/nt_19791025_n07_v1.1_n.bin']
1979,    10,  27,      9.869,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.27/nt_19791027_n07_v1.1_n.bin']
1979,    10,  29,      9.797,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.29/nt_19791029_n07_v1.1_n.bin']
1979,    10,  31,      9.924,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.10.31/nt_19791031_n07_v1.1_n.bin']
1979,    11,  02,     10.144,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.11.02/nt_19791102_n07_v1.1_n.bin']
1979,    11,  04,     10.159,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.11.04/nt_19791104_n07_v1.1_n.bin']
1979,    11,  06,     10.267,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.11.06/nt_19791106_n07_v1.1_n.bin']
1979,    11,  08,     10.270,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.11.08/nt_19791108_n07_v1.1_n.bin']
1979,    11,  10,     10.497,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.11.10/nt_19791110_n07_v1.1_n.bin']
1979,    11,  12,     10.610,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1979.11.12/nt_19791112_n07_v1.1_n.bin']
